Season,Date,Month,Home Team,Away Team,Result FullTime,Result HalfTime,HomeGoals FullTime,AwayGoals FullTime,HomeGoals HalfTime,AwyaGoals HalfTime,HomeCard Red,AwayCard Red,HomeCard Yellow,AwayCard Yellow,Validation,,
2019/2020,8/24/2019,August,Man United,Crystal Palace,A,A,1,2,0,1,0,0,2,4,T,,
2019/2020,8/24/2019,August,Sheffield Utd,Leicester,A,A,1,2,0,1,0,0,1,0,T,,
2019/2020,8/24/2019,August,Watford,West Ham,A,D,1,3,1,1,0,0,1,1,T,,
2019/2020,8/24/2019,August,Liverpool,Arsenal,H,H,3,1,1,0,0,0,1,1,T,,
2019/2020,8/25/2019,August,Bournemouth,Man City,A,A,1,3,1,2,0,0,1,3,T,,
2019/2020,8/25/2019,August,Tottenham,Newcastle,A,A,0,1,0,1,0,0,2,2,T,,
2019/2020,8/25/2019,August,Wolves,Burnley,D,A,1,1,0,1,0,0,0,2,T,,
2019/2020,8/31/2019,August,Southampton,Man United,D,A,1,1,0,1,1,0,1,2,T,,
2019/2020,8/31/2019,August,Chelsea,Sheffield Utd,D,H,2,2,2,0,0,0,0,1,T,,
2019/2020,8/31/2019,August,Crystal Palace,Aston Villa,H,D,1,0,0,0,0,1,2,4,T,,
2019/2020,8/31/2019,August,Leicester,Bournemouth,H,H,3,1,2,1,0,0,1,3,T,,
2019/2020,8/31/2019,August,Man City,Brighton,H,H,4,0,2,0,0,0,1,1,T,,
2019/2020,8/31/2019,August,Newcastle,Watford,D,D,1,1,1,1,0,0,2,3,T,,
2019/2020,8/31/2019,August,West Ham,Norwich,H,H,2,0,1,0,0,0,2,1,T,,
2019/2020,8/31/2019,August,Burnley,Liverpool,A,A,0,3,0,2,0,0,0,0,T,,
2019/2020,9/1/2019,September,Everton,Wolves,H,H,3,2,2,1,0,1,1,4,T,,
2019/2020,9/1/2019,September,Arsenal,Tottenham,D,A,2,2,1,2,0,0,3,5,T,,
2019/2020,9/14/2019,September,Liverpool,Newcastle,H,H,3,1,2,1,0,0,0,0,T,,
2019/2020,9/14/2019,September,Brighton,Burnley,D,D,1,1,0,0,0,0,0,2,T,,
2019/2020,9/14/2019,September,Man United,Leicester,H,H,1,0,1,0,0,0,1,2,T,,
2019/2020,9/14/2019,September,Sheffield Utd,Southampton,A,D,0,1,0,0,1,0,1,1,T,,
2019/2020,9/14/2019,September,Tottenham,Crystal Palace,H,H,4,0,4,0,0,0,4,2,T,,
2019/2020,9/14/2019,September,Wolves,Chelsea,A,A,2,5,0,3,0,0,1,2,T,,
2019/2020,9/14/2019,September,Norwich,Man City,H,H,3,2,2,1,0,0,3,1,T,,
2019/2020,9/15/2019,September,Bournemouth,Everton,H,D,3,1,1,1,0,0,0,4,T,,
2019/2020,9/15/2019,September,Watford,Arsenal,D,A,2,2,0,2,0,0,3,3,T,,
2019/2020,9/16/2019,September,Aston Villa,West Ham,D,D,0,0,0,0,0,1,2,1,T,,
2019/2020,9/20/2019,September,Southampton,Bournemouth,A,A,1,3,0,2,0,0,1,3,T,,
2019/2020,9/21/2019,September,Leicester,Tottenham,H,A,2,1,0,1,0,0,1,2,T,,
2019/2020,9/21/2019,September,Burnley,Norwich,H,H,2,0,2,0,0,0,0,1,T,,
2019/2020,9/21/2019,September,Everton,Sheffield Utd,A,A,0,2,0,1,0,0,1,3,T,,
2019/2020,9/21/2019,September,Man City,Watford,H,H,8,0,5,0,0,0,2,2,T,,
2019/2020,9/21/2019,September,Newcastle,Brighton,D,D,0,0,0,0,0,0,2,1,T,,
2019/2020,9/22/2019,September,Crystal Palace,Wolves,D,D,1,1,0,0,0,1,2,1,T,,
2019/2020,9/22/2019,September,West Ham,Man United,H,H,2,0,1,0,0,0,2,2,T,,
2019/2020,9/22/2019,September,Arsenal,Aston Villa,H,A,3,2,0,1,1,0,5,1,T,,
2019/2020,9/22/2019,September,Chelsea,Liverpool,A,A,1,2,0,2,0,0,3,3,T,,
2019/2020,9/28/2019,September,Sheffield Utd,Liverpool,A,D,0,1,0,0,0,0,1,1,T,,
2019/2020,9/28/2019,September,Aston Villa,Burnley,D,H,2,2,1,0,0,0,1,4,T,,
2019/2020,9/28/2019,September,Bournemouth,West Ham,D,D,2,2,1,1,0,0,3,1,T,,
2019/2020,9/28/2019,September,Chelsea,Brighton,H,D,2,0,0,0,0,0,2,3,T,,
2019/2020,9/28/2019,September,Crystal Palace,Norwich,H,H,2,0,1,0,0,0,3,1,T,,
2019/2020,9/28/2019,September,Tottenham,Southampton,H,H,2,1,2,1,1,0,0,2,T,,
2019/2020,9/28/2019,September,Wolves,Watford,H,H,2,0,1,0,0,0,0,1,T,,
2019/2020,9/28/2019,September,Everton,Man City,A,D,1,3,1,1,0,0,2,2,T,,
2019/2020,9/29/2019,September,Leicester,Newcastle,H,H,5,0,1,0,0,1,1,1,T,,
2019/2020,9/30/2019,September,Man United,Arsenal,D,H,1,1,1,0,0,0,4,2,T,,
2019/2020,10/5/2019,October,Brighton,Tottenham,H,H,3,0,2,0,0,0,2,1,T,,
2019/2020,10/5/2019,October,Burnley,Everton,H,D,1,0,0,0,0,1,2,1,T,,
2019/2020,10/5/2019,October,Liverpool,Leicester,H,H,2,1,1,0,0,0,1,4,T,,
2019/2020,10/5/2019,October,Norwich,Aston Villa,A,A,1,5,0,2,0,0,1,3,T,,
2019/2020,10/5/2019,October,Watford,Sheffield Utd,D,D,0,0,0,0,0,0,0,2,T,,
2019/2020,10/5/2019,October,West Ham,Crystal Palace,A,D,1,2,0,0,0,0,3,2,T,,
2019/2020,10/6/2019,October,Arsenal,Bournemouth,H,H,1,0,1,0,0,0,1,2,T,,
2019/2020,10/6/2019,October,Man City,Wolves,A,D,0,2,0,0,0,0,5,2,T,,
2019/2020,10/6/2019,October,Southampton,Chelsea,A,A,1,4,1,3,0,0,0,1,T,,
2019/2020,10/6/2019,October,Newcastle,Man United,H,D,1,0,0,0,0,0,3,3,T,,
2019/2020,10/19/2019,October,Everton,West Ham,H,H,2,0,1,0,0,0,2,2,T,,
2019/2020,10/19/2019,October,Aston Villa,Brighton,H,D,2,1,1,1,0,1,1,2,T,,
2019/2020,10/19/2019,October,Bournemouth,Norwich,D,D,0,0,0,0,0,0,1,3,T,,
2019/2020,10/19/2019,October,Chelsea,Newcastle,H,D,1,0,0,0,0,0,2,1,T,,
2019/2020,10/19/2019,October,Leicester,Burnley,H,D,2,1,1,1,0,0,0,3,T,,
2019/2020,10/19/2019,October,Tottenham,Watford,D,A,1,1,0,1,0,0,4,3,T,,
2019/2020,10/19/2019,October,Wolves,Southampton,D,D,1,1,0,0,0,0,3,2,T,,
2019/2020,10/19/2019,October,Crystal Palace,Man City,A,A,0,2,0,2,0,0,1,1,T,,
2019/2020,10/20/2019,October,Man United,Liverpool,D,H,1,1,1,0,0,0,0,1,T,,
2019/2020,10/21/2019,October,Sheffield Utd,Arsenal,H,H,1,0,1,0,0,0,4,4,T,,
2019/2020,10/25/2019,October,Southampton,Leicester,A,A,0,9,0,5,1,0,0,0,T,,
2019/2020,10/26/2019,October,Man City,Aston Villa,H,D,3,0,0,0,1,0,1,1,T,,
2019/2020,10/26/2019,October,Brighton,Everton,H,D,3,2,1,1,0,0,2,1,T,,
2019/2020,10/26/2019,October,Watford,Bournemouth,D,D,0,0,0,0,0,0,5,3,T,,
2019/2020,10/26/2019,October,West Ham,Sheffield Utd,D,H,1,1,1,0,0,0,2,2,T,,
2019/2020,10/26/2019,October,Burnley,Chelsea,A,A,2,4,0,2,0,0,3,2,T,,
2019/2020,10/27/2019,October,Newcastle,Wolves,D,H,1,1,1,0,1,0,2,2,T,,
2019/2020,10/27/2019,October,Arsenal,Crystal Palace,D,H,2,2,2,1,0,0,2,0,T,,
2019/2020,10/27/2019,October,Liverpool,Tottenham,H,A,2,1,0,1,0,0,3,3,T,,
2019/2020,10/27/2019,October,Norwich,Man United,A,A,1,3,0,2,0,0,2,2,T,,
2019/2020,11/2/2019,November,Bournemouth,Man United,H,H,1,0,1,0,0,0,4,3,T,,
2019/2020,11/2/2019,November,Arsenal,Wolves,D,H,1,1,1,0,0,0,0,2,T,,
2019/2020,11/2/2019,November,Aston Villa,Liverpool,A,H,1,2,1,0,0,0,1,2,T,,
2019/2020,11/2/2019,November,Brighton,Norwich,H,D,2,0,0,0,0,0,0,1,T,,
2019/2020,11/2/2019,November,Man City,Southampton,H,A,2,1,0,1,0,0,3,1,T,,
2019/2020,11/2/2019,November,Sheffield Utd,Burnley,H,H,3,0,3,0,0,0,1,2,T,,
2019/2020,11/2/2019,November,West Ham,Newcastle,A,A,2,3,0,2,0,0,2,1,T,,
2019/2020,11/2/2019,November,Watford,Chelsea,A,A,1,2,0,1,0,0,4,2,T,,
2019/2020,11/3/2019,November,Crystal Palace,Leicester,A,D,0,2,0,0,0,0,2,2,T,,
2019/2020,11/3/2019,November,Everton,Tottenham,D,D,1,1,0,0,0,1,1,2,T,,
2019/2020,11/8/2019,November,Norwich,Watford,A,A,0,2,0,1,0,1,1,2,T,,
2019/2020,11/9/2019,November,Chelsea,Crystal Palace,H,D,2,0,0,0,0,0,3,2,T,,
2019/2020,11/9/2019,November,Burnley,West Ham,H,H,3,0,2,0,0,0,2,1,T,,
2019/2020,11/9/2019,November,Newcastle,Bournemouth,H,D,2,1,1,1,0,0,2,0,T,,
2019/2020,11/9/2019,November,Southampton,Everton,A,A,1,2,0,1,0,0,1,1,T,,
2019/2020,11/9/2019,November,Tottenham,Sheffield Utd,D,D,1,1,0,0,0,0,2,2,T,,
2019/2020,11/9/2019,November,Leicester,Arsenal,H,D,2,0,0,0,0,0,1,1,T,,
2019/2020,11/10/2019,November,Man United,Brighton,H,H,3,1,2,0,0,0,2,5,T,,
2019/2020,11/10/2019,November,Wolves,Aston Villa,H,H,2,1,1,0,0,0,4,3,T,,
2019/2020,11/10/2019,November,Liverpool,Man City,H,H,3,1,2,0,0,0,0,2,T,,
2019/2020,11/23/2019,November,West Ham,Tottenham,A,A,2,3,0,2,0,0,3,2,T,,
2019/2020,11/23/2019,November,Arsenal,Southampton,D,D,2,2,1,1,0,0,6,2,T,,
2019/2020,11/23/2019,November,Bournemouth,Wolves,A,A,1,2,0,2,1,0,2,1,T,,
2019/2020,11/23/2019,November,Brighton,Leicester,A,D,0,2,0,0,0,0,2,0,T,,
2019/2020,11/23/2019,November,Crystal Palace,Liverpool,A,D,1,2,0,0,0,0,0,1,T,,
2019/2020,11/23/2019,November,Everton,Norwich,A,D,0,2,0,0,0,0,3,5,T,,
2019/2020,11/23/2019,November,Watford,Burnley,A,D,0,3,0,0,0,0,0,3,T,,
2019/2020,11/23/2019,November,Man City,Chelsea,H,H,2,1,2,1,0,0,1,1,T,,
2019/2020,11/24/2019,November,Sheffield Utd,Man United,D,H,3,3,1,0,0,0,1,2,T,,
2019/2020,11/25/2019,November,Aston Villa,Newcastle,H,H,2,0,2,0,0,0,1,1,T,,
2019/2020,11/30/2019,November,Newcastle,Man City,D,D,2,2,1,1,0,0,1,2,T,,
2019/2020,11/30/2019,November,Burnley,Crystal Palace,A,A,0,2,0,1,0,0,2,0,T,,
2019/2020,11/30/2019,November,Chelsea,West Ham,A,D,0,1,0,0,0,0,0,3,T,,
2019/2020,11/30/2019,November,Liverpool,Brighton,H,H,2,1,2,0,1,0,0,0,T,,
2019/2020,11/30/2019,November,Tottenham,Bournemouth,H,H,3,2,1,0,0,0,0,2,T,,
2019/2020,11/30/2019,November,Southampton,Watford,H,A,2,1,0,1,0,0,1,0,T,,
2019/2020,12/1/2019,December,Norwich,Arsenal,D,H,2,2,2,1,0,0,2,1,T,,
2019/2020,12/1/2019,December,Wolves,Sheffield Utd,D,A,1,1,0,1,0,0,1,4,T,,
2019/2020,12/1/2019,December,Leicester,Everton,H,A,2,1,0,1,0,0,0,1,T,,
2019/2020,12/1/2019,December,Man United,Aston Villa,D,D,2,2,1,1,0,0,4,1,T,,
2019/2020,12/3/2019,December,Crystal Palace,Bournemouth,H,D,1,0,0,0,1,0,3,3,T,,
2019/2020,12/3/2019,December,Burnley,Man City,A,A,1,4,0,1,0,0,1,1,T,,
2019/2020,12/4/2019,December,Chelsea,Aston Villa,H,D,2,1,1,1,0,0,2,1,T,,
2019/2020,12/4/2019,December,Leicester,Watford,H,D,2,0,0,0,0,0,3,2,T,,
2019/2020,12/4/2019,December,Man United,Tottenham,H,D,2,1,1,1,0,0,0,1,T,,
2019/2020,12/4/2019,December,Southampton,Norwich,H,H,2,1,2,0,0,0,1,1,T,,
2019/2020,12/4/2019,December,Wolves,West Ham,H,H,2,0,1,0,0,0,1,2,T,,
2019/2020,12/4/2019,December,Liverpool,Everton,H,H,5,2,4,2,0,0,1,2,T,,
2019/2020,12/5/2019,December,Sheffield Utd,Newcastle,A,A,0,2,0,1,0,0,2,0,T,,
2019/2020,12/5/2019,December,Arsenal,Brighton,A,A,1,2,0,1,0,0,3,1,T,,
2019/2020,12/7/2019,December,Everton,Chelsea,H,H,3,1,1,0,0,0,3,0,T,,
2019/2020,12/7/2019,December,Bournemouth,Liverpool,A,A,0,3,0,2,0,0,0,1,T,,
2019/2020,12/7/2019,December,Tottenham,Burnley,H,H,5,0,3,0,0,0,1,1,T,,
2019/2020,12/7/2019,December,Watford,Crystal Palace,D,D,0,0,0,0,0,0,4,2,T,,
2019/2020,12/7/2019,December,Man City,Man United,A,A,1,2,0,2,0,0,3,2,T,,
2019/2020,12/8/2019,December,Aston Villa,Leicester,A,A,1,4,1,2,0,0,6,2,T,,
2019/2020,12/8/2019,December,Newcastle,Southampton,H,D,2,1,0,0,0,0,1,3,T,,
2019/2020,12/8/2019,December,Norwich,Sheffield Utd,A,H,1,2,1,0,0,0,0,4,T,,
2019/2020,12/8/2019,December,Brighton,Wolves,D,D,2,2,2,2,0,0,3,0,T,,
2019/2020,12/9/2019,December,West Ham,Arsenal,A,H,1,3,1,0,0,0,2,0,T,,
2019/2020,12/14/2019,December,Liverpool,Watford,H,H,2,0,1,0,0,0,2,1,T,,
2019/2020,12/14/2019,December,Burnley,Newcastle,H,D,1,0,0,0,0,0,0,2,T,,
2019/2020,12/14/2019,December,Chelsea,Bournemouth,A,D,0,1,0,0,0,0,1,2,T,,
2019/2020,12/14/2019,December,Leicester,Norwich,D,D,1,1,1,1,0,0,0,4,T,,
2019/2020,12/14/2019,December,Sheffield Utd,Aston Villa,H,D,2,0,0,0,0,0,2,2,T,,
2019/2020,12/14/2019,December,Southampton,West Ham,A,A,0,1,0,1,0,0,1,3,T,,
2019/2020,12/15/2019,December,Man United,Everton,D,A,1,1,0,1,0,0,1,2,T,,
2019/2020,12/15/2019,December,Wolves,Tottenham,A,A,1,2,0,1,0,0,4,4,T,,
2019/2020,12/15/2019,December,Arsenal,Man City,A,A,0,3,0,3,0,0,1,4,T,,
2019/2020,12/16/2019,December,Crystal Palace,Brighton,D,D,1,1,0,0,0,0,1,1,T,,
2019/2020,12/21/2019,December,Everton,Arsenal,D,D,0,0,0,0,0,0,2,3,T,,
2019/2020,12/21/2019,December,Aston Villa,Southampton,A,A,1,3,0,2,0,0,2,1,T,,
2019/2020,12/21/2019,December,Bournemouth,Burnley,A,D,0,1,0,0,0,0,2,4,T,,
2019/2020,12/21/2019,December,Brighton,Sheffield Utd,A,A,0,1,0,1,0,0,1,3,T,,
2019/2020,12/21/2019,December,Newcastle,Crystal Palace,H,D,1,0,0,0,0,0,2,0,T,,
2019/2020,12/21/2019,December,Norwich,Wolves,A,H,1,2,1,0,0,0,2,4,T,,
2019/2020,12/21/2019,December,Man City,Leicester,H,H,3,1,2,1,0,0,2,2,T,,
2019/2020,12/22/2019,December,Watford,Man United,H,D,2,0,0,0,0,0,3,1,T,,
2019/2020,12/22/2019,December,Tottenham,Chelsea,A,A,0,2,0,2,1,0,4,3,T,,
2019/2020,12/26/2019,December,Tottenham,Brighton,H,A,2,1,0,1,0,0,4,2,T,,
2019/2020,12/26/2019,December,Aston Villa,Norwich,H,D,1,0,0,0,0,0,2,3,T,,
2019/2020,12/26/2019,December,Bournemouth,Arsenal,D,H,1,1,1,0,0,0,4,4,T,,
2019/2020,12/26/2019,December,Chelsea,Southampton,A,A,0,2,0,1,0,0,3,2,T,,
2019/2020,12/26/2019,December,Crystal Palace,West Ham,H,D,2,1,0,0,0,0,0,2,T,,
2019/2020,12/26/2019,December,Everton,Burnley,H,D,1,0,0,0,0,0,0,0,T,,
2019/2020,12/26/2019,December,Sheffield Utd,Watford,D,D,1,1,1,1,0,0,1,3,T,,
2019/2020,12/26/2019,December,Man United,Newcastle,H,H,4,1,3,1,0,0,2,2,T,,
2019/2020,12/26/2019,December,Leicester,Liverpool,A,A,0,4,0,1,0,0,1,1,T,,
2019/2020,12/27/2019,December,Wolves,Man City,H,A,3,2,0,1,0,1,0,1,T,,
2019/2020,12/28/2019,December,Brighton,Bournemouth,H,H,2,0,1,0,0,0,0,2,T,,
2019/2020,12/28/2019,December,Newcastle,Everton,A,A,1,2,0,1,0,0,2,2,T,,
2019/2020,12/28/2019,December,Southampton,Crystal Palace,D,D,1,1,0,0,0,0,1,2,T,,
2019/2020,12/28/2019,December,Watford,Aston Villa,H,H,3,0,1,0,1,0,3,1,T,,
2019/2020,12/28/2019,December,Norwich,Tottenham,D,H,2,2,1,0,0,0,3,3,T,,
2019/2020,12/28/2019,December,West Ham,Leicester,A,D,1,2,1,1,0,0,4,1,T,,
2019/2020,12/28/2019,December,Burnley,Man United,A,A,0,2,0,1,0,0,4,3,T,,
2019/2020,12/29/2019,December,Arsenal,Chelsea,A,H,1,2,1,0,0,0,5,4,T,,
2019/2020,12/29/2019,December,Liverpool,Wolves,H,H,1,0,1,0,0,0,1,0,T,,
2019/2020,12/29/2019,December,Man City,Sheffield Utd,H,D,2,0,0,0,0,0,1,1,T,,
2019/2020,1/1/2020,January,Brighton,Chelsea,D,A,1,1,0,1,0,0,2,3,T,,
2019/2020,1/1/2020,January,Burnley,Aston Villa,A,A,1,2,0,2,0,0,1,1,T,,
2019/2020,1/1/2020,January,Newcastle,Leicester,A,A,0,3,0,2,0,0,1,1,T,,
2019/2020,1/1/2020,January,Southampton,Tottenham,H,H,1,0,1,0,0,0,3,4,T,,
2019/2020,1/1/2020,January,Watford,Wolves,H,H,2,1,1,0,1,0,3,1,T,,
2019/2020,1/1/2020,January,Man City,Everton,H,D,2,1,0,0,0,0,0,4,T,,
2019/2020,1/1/2020,January,Norwich,Crystal Palace,D,H,1,1,1,0,0,0,5,0,T,,
2019/2020,1/1/2020,January,West Ham,Bournemouth,H,H,4,0,3,0,0,0,1,2,T,,
2019/2020,1/1/2020,January,Arsenal,Man United,H,H,2,0,2,0,0,0,2,0,T,,
2019/2020,1/2/2020,January,Liverpool,Sheffield Utd,H,H,2,0,1,0,0,0,0,0,T,,
2019/2020,1/10/2020,January,Sheffield Utd,West Ham,H,D,1,0,0,0,0,0,1,0,T,,
2019/2020,1/11/2020,January,Crystal Palace,Arsenal,D,A,1,1,0,1,0,1,2,3,T,,
2019/2020,1/11/2020,January,Chelsea,Burnley,H,H,3,0,2,0,0,0,0,3,T,,
2019/2020,1/11/2020,January,Everton,Brighton,H,H,1,0,1,0,0,0,2,1,T,,
2019/2020,1/11/2020,January,Leicester,Southampton,A,D,1,2,1,1,0,0,0,3,T,,
2019/2020,1/11/2020,January,Man United,Norwich,H,H,4,0,1,0,0,0,0,0,T,,
2019/2020,1/11/2020,January,Wolves,Newcastle,D,D,1,1,1,1,0,0,0,3,T,,
2019/2020,1/11/2020,January,Tottenham,Liverpool,A,A,0,1,0,1,0,0,0,2,T,,
2019/2020,1/12/2020,January,Bournemouth,Watford,A,A,0,3,0,1,0,0,1,1,T,,
2019/2020,1/12/2020,January,Aston Villa,Man City,A,A,1,6,0,4,0,0,2,1,T,,
2019/2020,1/18/2020,January,Watford,Tottenham,D,D,0,0,0,0,0,0,2,3,T,,
2019/2020,1/18/2020,January,Arsenal,Sheffield Utd,D,H,1,1,1,0,0,0,1,2,T,,
2019/2020,1/18/2020,January,Brighton,Aston Villa,D,H,1,1,1,0,0,0,3,3,T,,
2019/2020,1/18/2020,January,Man City,Crystal Palace,D,A,2,2,0,1,0,0,1,2,T,,
2019/2020,1/18/2020,January,Norwich,Bournemouth,H,H,1,0,1,0,1,1,2,2,T,,
2019/2020,1/18/2020,January,Southampton,Wolves,A,H,2,3,2,0,0,0,2,1,T,,
2019/2020,1/18/2020,January,West Ham,Everton,D,D,1,1,1,1,0,0,1,0,T,,
2019/2020,1/18/2020,January,Newcastle,Chelsea,H,D,1,0,0,0,0,0,1,1,T,,
2019/2020,1/19/2020,January,Burnley,Leicester,H,A,2,1,0,1,0,0,1,0,T,,
2019/2020,1/19/2020,January,Liverpool,Man United,H,H,2,0,1,0,0,0,1,3,T,,
2019/2020,1/21/2020,January,Aston Villa,Watford,H,A,2,1,0,1,0,0,2,2,T,,
2019/2020,1/21/2020,January,Bournemouth,Brighton,H,H,3,1,2,0,0,0,1,1,T,,
2019/2020,1/21/2020,January,Crystal Palace,Southampton,A,A,0,2,0,1,0,0,1,2,T,,
2019/2020,1/21/2020,January,Everton,Newcastle,D,H,2,2,1,0,0,0,1,1,T,,
2019/2020,1/21/2020,January,Sheffield Utd,Man City,A,D,0,1,0,0,0,0,4,3,T,,
2019/2020,1/21/2020,January,Chelsea,Arsenal,D,H,2,2,1,0,0,1,2,1,T,,
2019/2020,1/22/2020,January,Leicester,West Ham,H,H,4,1,2,0,0,0,1,1,T,,
2019/2020,1/22/2020,January,Tottenham,Norwich,H,H,2,1,1,0,0,0,0,1,T,,
2019/2020,1/22/2020,January,Man United,Burnley,A,A,0,2,0,1,0,0,0,2,T,,
2019/2020,1/23/2020,January,Wolves,Liverpool,A,A,1,2,0,1,0,0,0,1,T,,
2019/2020,1/29/2020,January,West Ham,Liverpool,A,A,0,2,0,1,0,0,2,0,T,,
2019/2020,2/1/2020,February,Leicester,Chelsea,D,D,2,2,0,0,0,0,2,2,T,,
2019/2020,2/1/2020,February,Bournemouth,Aston Villa,H,H,2,1,2,0,1,0,1,3,T,,
2019/2020,2/1/2020,February,Crystal Palace,Sheffield Utd,A,D,0,1,0,0,0,0,3,2,T,,
2019/2020,2/1/2020,February,Liverpool,Southampton,H,D,4,0,0,0,0,0,0,2,T,,
2019/2020,2/1/2020,February,Newcastle,Norwich,D,D,0,0,0,0,0,0,2,1,T,,
2019/2020,2/1/2020,February,Watford,Everton,A,D,2,3,2,2,0,1,2,2,T,,
2019/2020,2/1/2020,February,West Ham,Brighton,D,H,3,3,2,0,0,0,1,1,T,,
2019/2020,2/1/2020,February,Man United,Wolves,D,D,0,0,0,0,0,0,3,2,T,,
2019/2020,2/2/2020,February,Burnley,Arsenal,D,D,0,0,0,0,0,0,1,3,T,,
2019/2020,2/2/2020,February,Tottenham,Man City,H,D,2,0,0,0,0,1,2,3,T,,
2019/2020,2/8/2020,February,Everton,Crystal Palace,H,H,3,1,1,0,0,0,0,1,T,,
2019/2020,2/8/2020,February,Brighton,Watford,D,A,1,1,0,1,0,0,2,2,T,,
2019/2020,2/9/2020,February,Sheffield Utd,Bournemouth,H,D,2,1,1,1,0,0,2,2,T,,
2019/2020,2/14/2020,February,Wolves,Leicester,D,D,0,0,0,0,0,1,2,2,T,,
2019/2020,2/15/2020,February,Southampton,Burnley,A,D,1,2,1,1,0,0,2,2,T,,
2019/2020,2/15/2020,February,Norwich,Liverpool,A,D,0,1,0,0,0,0,1,2,T,,
2019/2020,2/16/2020,February,Aston Villa,Tottenham,A,A,2,3,1,2,0,0,2,0,T,,
2019/2020,2/16/2020,February,Arsenal,Newcastle,H,D,4,0,0,0,0,0,2,0,T,,
2019/2020,2/17/2020,February,Chelsea,Man United,A,A,0,2,0,1,0,0,4,3,T,,
2019/2020,2/19/2020,February,Man City,West Ham,H,H,2,0,1,0,0,0,0,1,T,,
2019/2020,2/22/2020,February,Chelsea,Tottenham,H,H,2,1,1,0,0,0,1,2,T,,
2019/2020,2/22/2020,February,Burnley,Bournemouth,H,D,3,0,0,0,0,0,4,3,T,,
2019/2020,2/22/2020,February,Crystal Palace,Newcastle,H,H,1,0,1,0,0,1,2,6,T,,
2019/2020,2/22/2020,February,Sheffield Utd,Brighton,D,D,1,1,1,1,0,0,0,2,T,,
2019/2020,2/22/2020,February,Southampton,Aston Villa,H,H,2,0,1,0,0,0,1,4,T,,
2019/2020,2/22/2020,February,Leicester,Man City,A,D,0,1,0,0,0,0,0,0,T,,
2019/2020,2/23/2020,February,Man United,Watford,H,H,3,0,1,0,0,0,0,1,T,,
2019/2020,2/23/2020,February,Wolves,Norwich,H,H,3,0,2,0,0,0,2,3,T,,
2019/2020,2/23/2020,February,Arsenal,Everton,H,D,3,2,2,2,0,0,0,4,T,,
2019/2020,2/24/2020,February,Liverpool,West Ham,H,D,3,2,1,1,0,0,0,3,T,,
2019/2020,2/28/2020,February,Norwich,Leicester,H,D,1,0,0,0,0,0,1,2,T,,
2019/2020,2/29/2020,February,Brighton,Crystal Palace,A,D,0,1,0,0,0,0,1,1,T,,
2019/2020,2/29/2020,February,Bournemouth,Chelsea,D,A,2,2,0,1,0,0,2,2,T,,
2019/2020,2/29/2020,February,Newcastle,Burnley,D,D,0,0,0,0,0,0,4,3,T,,
2019/2020,2/29/2020,February,West Ham,Southampton,H,H,3,1,2,1,0,0,1,1,T,,
2019/2020,2/29/2020,February,Watford,Liverpool,H,D,3,0,0,0,0,0,0,0,T,,
2019/2020,3/1/2020,March,Everton,Man United,D,D,1,1,1,1,0,0,3,4,T,,
2019/2020,3/1/2020,March,Tottenham,Wolves,A,H,2,3,2,1,0,0,3,2,T,,
2019/2020,3/7/2020,March,Liverpool,Bournemouth,H,H,2,1,2,1,0,0,0,1,T,,
2019/2020,3/7/2020,March,Arsenal,West Ham,H,D,1,0,0,0,0,0,1,2,T,,
2019/2020,3/7/2020,March,Crystal Palace,Watford,H,H,1,0,1,0,0,0,4,4,T,,
2019/2020,3/7/2020,March,Sheffield Utd,Norwich,H,H,1,0,1,0,0,0,0,0,T,,
2019/2020,3/7/2020,March,Southampton,Newcastle,A,D,0,1,0,0,1,0,0,3,T,,
2019/2020,3/7/2020,March,Wolves,Brighton,D,D,0,0,0,0,0,0,1,3,T,,
2019/2020,3/7/2020,March,Burnley,Tottenham,D,H,1,1,1,0,0,0,5,4,T,,
2019/2020,3/8/2020,March,Chelsea,Everton,H,H,4,0,2,0,0,0,1,2,T,,
2019/2020,3/8/2020,March,Man United,Man City,H,H,2,0,1,0,0,0,2,4,T,,
2019/2020,3/9/2020,March,Leicester,Aston Villa,H,H,4,0,1,0,0,0,2,1,T,,
2019/2020,6/17/2020,June,Aston Villa,Sheffield Utd,D,D,0,0,0,0,0,0,1,1,T,,
2019/2020,6/17/2020,June,Man City,Arsenal,H,H,3,0,1,0,0,1,1,1,T,,
2019/2020,6/19/2020,June,Norwich,Southampton,A,D,0,3,0,0,0,0,1,1,T,,
2019/2020,6/19/2020,June,Tottenham,Man United,D,H,1,1,1,0,0,0,0,1,T,,
2019/2020,6/20/2020,June,Watford,Leicester,D,D,1,1,0,0,0,0,0,1,T,,
2019/2020,6/20/2020,June,Brighton,Arsenal,H,D,2,1,0,0,0,0,2,1,T,,
2019/2020,6/20/2020,June,West Ham,Wolves,A,D,0,2,0,0,0,0,1,1,T,,
2019/2020,6/20/2020,June,Bournemouth,Crystal Palace,A,A,0,2,0,2,0,0,3,2,T,,
2019/2020,6/21/2020,June,Newcastle,Sheffield Utd,H,D,3,0,0,0,0,1,2,0,T,,
2019/2020,6/21/2020,June,Aston Villa,Chelsea,A,H,1,2,1,0,0,0,2,1,T,,
2019/2020,6/21/2020,June,Everton,Liverpool,D,D,0,0,0,0,0,0,2,2,T,,
