Season,Date,Month,Home Team,Away Team,Result FullTime,Result HalfTime,HomeGoals FullTime,AwayGoals FullTime,HomeGoals HalfTime,AwyaGoals HalfTime,HomeCard Red,AwayCard Red,HomeCard Yellow,AwayCard Yellow,Validation,,
2018/2019,11/24/2018,November,West Ham,Man City,A,A,0,4,0,3,0,0,0,0,T,,
2018/2019,11/25/2018,November,Bournemouth,Arsenal,A,D,1,2,1,1,0,0,2,1,T,,
2018/2019,11/25/2018,November,Wolves,Huddersfield,A,A,0,2,0,1,0,0,1,2,T,,
2018/2019,11/26/2018,November,Burnley,Newcastle,A,A,1,2,1,2,0,0,0,1,T,,
2018/2019,11/30/2018,November,Cardiff,Wolves,H,A,2,1,0,1,0,0,1,2,T,,
2018/2019,12/1/2018,December,Crystal Palace,Burnley,H,H,2,0,1,0,0,0,1,1,T,,
2018/2019,12/1/2018,December,Huddersfield,Brighton,A,D,1,2,1,1,1,0,0,2,T,,
2018/2019,12/1/2018,December,Leicester,Watford,H,H,2,0,2,0,0,1,2,1,T,,
2018/2019,12/1/2018,December,Man City,Bournemouth,H,D,3,1,1,1,0,0,0,0,T,,
2018/2019,12/1/2018,December,Newcastle,West Ham,A,A,0,3,0,1,0,0,3,3,T,,
2018/2019,12/1/2018,December,Southampton,Man United,D,D,2,2,2,2,0,0,4,4,T,,
2018/2019,12/2/2018,December,Arsenal,Tottenham,H,A,4,2,1,2,0,1,3,3,T,,
2018/2019,12/2/2018,December,Chelsea,Fulham,H,H,2,0,1,0,0,0,2,1,T,,
2018/2019,12/2/2018,December,Liverpool,Everton,H,D,1,0,0,0,0,0,3,2,T,,
2018/2019,12/4/2018,December,Bournemouth,Huddersfield,H,H,2,1,2,1,0,0,4,2,T,,
2018/2019,12/4/2018,December,Brighton,Crystal Palace,H,H,3,1,3,0,1,0,2,3,T,,
2018/2019,12/4/2018,December,Watford,Man City,A,A,1,2,0,1,0,0,0,1,T,,
2018/2019,12/4/2018,December,West Ham,Cardiff,H,D,3,1,0,0,0,0,1,2,T,,
2018/2019,12/5/2018,December,Burnley,Liverpool,A,D,1,3,0,0,0,0,1,0,T,,
2018/2019,12/5/2018,December,Everton,Newcastle,D,D,1,1,1,1,0,0,0,5,T,,
2018/2019,12/5/2018,December,Fulham,Leicester,D,H,1,1,1,0,0,0,0,0,T,,
2018/2019,12/5/2018,December,Man United,Arsenal,D,D,2,2,1,1,0,0,3,3,T,,
2018/2019,12/5/2018,December,Tottenham,Southampton,H,H,3,1,1,0,0,0,0,0,T,,
2018/2019,12/5/2018,December,Wolves,Chelsea,H,A,2,1,0,1,0,0,4,4,T,,
2018/2019,12/8/2018,December,Arsenal,Huddersfield,H,D,1,0,0,0,0,0,5,4,T,,
2018/2019,12/8/2018,December,Bournemouth,Liverpool,A,A,0,4,0,1,0,0,2,1,T,,
2018/2019,12/8/2018,December,Burnley,Brighton,H,H,1,0,1,0,0,0,2,0,T,,
2018/2019,12/8/2018,December,Cardiff,Southampton,H,D,1,0,0,0,0,0,2,2,T,,
2018/2019,12/8/2018,December,Chelsea,Man City,H,H,2,0,1,0,0,0,2,0,T,,
2018/2019,12/8/2018,December,Leicester,Tottenham,A,A,0,2,0,1,0,0,3,1,T,,
2018/2019,12/8/2018,December,Man United,Fulham,H,H,4,1,3,0,0,1,1,1,T,,
2018/2019,12/8/2018,December,West Ham,Crystal Palace,H,A,3,2,0,1,0,0,1,2,T,,
2018/2019,12/9/2018,December,Newcastle,Wolves,A,D,1,2,1,1,1,0,2,5,T,,
2018/2019,12/10/2018,December,Everton,Watford,D,H,2,2,1,0,0,0,1,1,T,,
2018/2019,12/15/2018,December,Crystal Palace,Leicester,H,H,1,0,1,0,0,0,2,1,T,,
2018/2019,12/15/2018,December,Fulham,West Ham,A,A,0,2,0,2,0,0,2,1,T,,
2018/2019,12/15/2018,December,Huddersfield,Newcastle,A,D,0,1,0,0,0,0,1,1,T,,
2018/2019,12/15/2018,December,Man City,Everton,H,H,3,1,1,0,0,0,1,2,T,,
2018/2019,12/15/2018,December,Tottenham,Burnley,H,D,1,0,0,0,0,0,0,2,T,,
2018/2019,12/15/2018,December,Watford,Cardiff,H,H,3,2,1,0,0,0,0,0,T,,
2018/2019,12/15/2018,December,Wolves,Bournemouth,H,H,2,0,1,0,0,0,1,2,T,,
2018/2019,12/16/2018,December,Brighton,Chelsea,A,A,1,2,0,2,0,0,2,2,T,,
2018/2019,12/16/2018,December,Liverpool,Man United,H,D,3,1,1,1,0,0,0,2,T,,
2018/2019,12/16/2018,December,Southampton,Arsenal,H,H,3,2,2,1,0,0,3,1,T,,
2018/2019,12/21/2018,December,Wolves,Liverpool,A,A,0,2,0,1,0,0,0,0,T,,
2018/2019,12/22/2018,December,Arsenal,Burnley,H,H,3,1,1,0,0,0,2,5,T,,
2018/2019,12/22/2018,December,Bournemouth,Brighton,H,H,2,0,1,0,0,1,2,0,T,,
2018/2019,12/22/2018,December,Cardiff,Man United,A,A,1,5,1,3,0,0,2,1,T,,
2018/2019,12/22/2018,December,Chelsea,Leicester,A,D,0,1,0,0,0,0,0,2,T,,
2018/2019,12/22/2018,December,Huddersfield,Southampton,A,A,1,3,0,2,0,0,2,3,T,,
2018/2019,12/22/2018,December,Man City,Crystal Palace,A,A,2,3,1,2,0,0,0,4,T,,
2018/2019,12/22/2018,December,Newcastle,Fulham,D,D,0,0,0,0,0,0,1,2,T,,
2018/2019,12/22/2018,December,West Ham,Watford,A,A,0,2,0,1,0,0,3,2,T,,
2018/2019,12/23/2018,December,Everton,Tottenham,A,A,2,6,1,3,0,0,0,2,T,,
2018/2019,12/26/2018,December,Brighton,Arsenal,D,D,1,1,1,1,0,0,2,1,T,,
2018/2019,12/26/2018,December,Burnley,Everton,A,A,1,5,1,3,0,0,2,4,T,,
2018/2019,12/26/2018,December,Crystal Palace,Cardiff,D,D,0,0,0,0,0,0,0,3,T,,
2018/2019,12/26/2018,December,Fulham,Wolves,D,D,1,1,0,0,0,0,2,1,T,,
2018/2019,12/26/2018,December,Leicester,Man City,H,D,2,1,1,1,0,1,2,2,T,,
2018/2019,12/26/2018,December,Liverpool,Newcastle,H,H,4,0,1,0,0,0,0,0,T,,
2018/2019,12/26/2018,December,Man United,Huddersfield,H,H,3,1,1,0,0,0,1,1,T,,
2018/2019,12/26/2018,December,Tottenham,Bournemouth,H,H,5,0,3,0,0,0,2,1,T,,
2018/2019,12/26/2018,December,Watford,Chelsea,A,D,1,2,1,1,0,0,1,0,T,,
2018/2019,12/27/2018,December,Southampton,West Ham,A,D,1,2,0,0,0,0,2,0,T,,
2018/2019,12/29/2018,December,Brighton,Everton,H,D,1,0,0,0,0,0,0,2,T,,
2018/2019,12/29/2018,December,Fulham,Huddersfield,H,D,1,0,0,0,0,0,3,1,T,,
2018/2019,12/29/2018,December,Leicester,Cardiff,A,D,0,1,0,0,0,0,0,2,T,,
2018/2019,12/29/2018,December,Liverpool,Arsenal,H,H,5,1,4,1,0,0,1,2,T,,
2018/2019,12/29/2018,December,Tottenham,Wolves,A,H,1,3,1,0,0,0,3,2,T,,
2018/2019,12/29/2018,December,Watford,Newcastle,D,A,1,1,0,1,0,0,1,2,T,,
2018/2019,12/30/2018,December,Burnley,West Ham,H,H,2,0,2,0,0,0,1,4,T,,
2018/2019,12/30/2018,December,Crystal Palace,Chelsea,A,D,0,1,0,0,0,0,0,1,T,,
2018/2019,12/30/2018,December,Man United,Bournemouth,H,H,4,1,3,1,1,0,2,0,T,,
2018/2019,12/30/2018,December,Southampton,Man City,A,A,1,3,1,3,1,0,2,3,T,,
2018/2019,1/1/2019,January,Arsenal,Fulham,H,H,4,1,1,0,0,0,0,1,T,,
2018/2019,1/1/2019,January,Cardiff,Tottenham,A,A,0,3,0,3,0,0,1,0,T,,
2018/2019,1/1/2019,January,Everton,Leicester,A,D,0,1,0,0,0,0,3,1,T,,
2018/2019,1/2/2019,January,Bournemouth,Watford,D,D,3,3,3,3,0,0,1,4,T,,
2018/2019,1/2/2019,January,Chelsea,Southampton,D,D,0,0,0,0,0,0,1,2,T,,
2018/2019,1/2/2019,January,Huddersfield,Burnley,A,D,1,2,1,1,1,1,0,4,T,,
2018/2019,1/2/2019,January,Newcastle,Man United,A,D,0,2,0,0,0,0,1,2,T,,
2018/2019,1/2/2019,January,West Ham,Brighton,D,D,2,2,0,0,0,0,0,1,T,,
2018/2019,1/2/2019,January,Wolves,Crystal Palace,A,D,0,2,0,0,0,0,4,1,T,,
2018/2019,1/3/2019,January,Man City,Liverpool,H,H,2,1,1,0,0,0,4,2,T,,
2018/2019,1/12/2019,January,Brighton,Liverpool,A,D,0,1,0,0,0,0,0,0,T,,
2018/2019,1/12/2019,January,Burnley,Fulham,H,H,2,1,2,1,0,0,1,2,T,,
2018/2019,1/12/2019,January,Cardiff,Huddersfield,D,D,0,0,0,0,0,0,3,1,T,,
2018/2019,1/12/2019,January,Chelsea,Newcastle,H,D,2,1,1,1,0,0,1,1,T,,
2018/2019,1/12/2019,January,Crystal Palace,Watford,A,H,1,2,1,0,0,0,1,4,T,,
2018/2019,1/12/2019,January,Leicester,Southampton,A,A,1,2,0,2,0,1,2,1,T,,
2018/2019,1/12/2019,January,West Ham,Arsenal,H,D,1,0,0,0,0,0,0,2,T,,
2018/2019,1/13/2019,January,Everton,Bournemouth,H,D,2,0,0,0,0,0,5,0,T,,
2018/2019,1/13/2019,January,Tottenham,Man United,A,A,0,1,0,1,0,0,1,2,T,,
2018/2019,1/14/2019,January,Man City,Wolves,H,H,3,0,2,0,0,1,1,0,T,,
2018/2019,1/19/2019,January,Arsenal,Chelsea,H,H,2,0,2,0,0,0,0,2,T,,
2018/2019,1/19/2019,January,Bournemouth,West Ham,H,D,2,0,0,0,0,0,0,1,T,,
2018/2019,1/19/2019,January,Liverpool,Crystal Palace,H,A,4,3,0,1,1,0,0,1,T,,
2018/2019,1/19/2019,January,Man United,Brighton,H,H,2,1,2,0,0,0,1,0,T,,
2018/2019,1/19/2019,January,Newcastle,Cardiff,H,H,3,0,1,0,0,0,0,1,T,,
2018/2019,1/19/2019,January,Southampton,Everton,H,D,2,1,0,0,0,0,2,1,T,,
2018/2019,1/19/2019,January,Watford,Burnley,D,D,0,0,0,0,0,0,1,2,T,,
2018/2019,1/19/2019,January,Wolves,Leicester,H,H,4,3,2,0,0,0,3,3,T,,
2018/2019,1/20/2019,January,Fulham,Tottenham,A,H,1,2,1,0,0,0,2,3,T,,
2018/2019,1/20/2019,January,Huddersfield,Man City,A,A,0,3,0,1,0,0,2,2,T,,
2018/2019,1/29/2019,January,Arsenal,Cardiff,H,D,2,1,0,0,0,0,3,3,T,,
2018/2019,1/29/2019,January,Fulham,Brighton,H,A,4,2,0,2,0,0,2,3,T,,
2018/2019,1/29/2019,January,Huddersfield,Everton,A,A,0,1,0,1,0,1,1,4,T,,
2018/2019,1/29/2019,January,Man United,Burnley,D,D,2,2,0,0,0,0,1,3,T,,
2018/2019,1/29/2019,January,Newcastle,Man City,H,A,2,1,0,1,0,0,2,3,T,,
2018/2019,1/29/2019,January,Wolves,West Ham,H,D,3,0,0,0,0,0,4,1,T,,
2018/2019,1/30/2019,January,Bournemouth,Chelsea,H,D,4,0,0,0,0,0,1,0,T,,
2018/2019,1/30/2019,January,Liverpool,Leicester,D,D,1,1,1,1,0,0,1,3,T,,
2018/2019,1/30/2019,January,Southampton,Crystal Palace,D,A,1,1,0,1,0,1,2,2,T,,
2018/2019,1/30/2019,January,Tottenham,Watford,H,A,2,1,0,1,0,0,0,4,T,,
2018/2019,2/2/2019,February,Brighton,Watford,D,D,0,0,0,0,0,0,1,0,T,,
2018/2019,2/2/2019,February,Burnley,Southampton,D,D,1,1,0,0,0,0,3,1,T,,
2018/2019,2/2/2019,February,Cardiff,Bournemouth,H,H,2,0,1,0,0,0,1,2,T,,
2018/2019,2/2/2019,February,Chelsea,Huddersfield,H,H,5,0,2,0,0,0,0,0,T,,
2018/2019,2/2/2019,February,Crystal Palace,Fulham,H,H,2,0,1,0,0,0,2,3,T,,
2018/2019,2/2/2019,February,Everton,Wolves,A,A,1,3,1,2,0,0,3,1,T,,
2018/2019,2/2/2019,February,Tottenham,Newcastle,H,D,1,0,0,0,0,0,0,1,T,,
2018/2019,2/3/2019,February,Leicester,Man United,A,A,0,1,0,1,0,0,4,4,T,,
2018/2019,2/3/2019,February,Man City,Arsenal,H,H,3,1,2,1,0,0,1,1,T,,
2018/2019,2/4/2019,February,West Ham,Liverpool,D,D,1,1,1,1,0,0,1,1,T,,
2018/2019,2/6/2019,February,Everton,Man City,A,A,0,2,0,1,0,0,1,1,T,,
2018/2019,2/9/2019,February,Brighton,Burnley,A,A,1,3,0,1,0,0,1,1,T,,
2018/2019,2/9/2019,February,Crystal Palace,West Ham,D,A,1,1,0,1,0,0,3,0,T,,
2018/2019,2/9/2019,February,Fulham,Man United,A,A,0,3,0,2,0,0,3,2,T,,
2018/2019,2/9/2019,February,Huddersfield,Arsenal,A,A,1,2,0,2,0,0,3,2,T,,
2018/2019,2/9/2019,February,Liverpool,Bournemouth,H,H,3,0,2,0,0,0,2,2,T,,
2018/2019,2/9/2019,February,Southampton,Cardiff,A,D,1,2,0,0,0,0,3,3,T,,
2018/2019,2/9/2019,February,Watford,Everton,H,D,1,0,0,0,0,1,2,0,T,,
2018/2019,2/10/2019,February,Man City,Chelsea,H,H,6,0,4,0,0,0,1,2,T,,
2018/2019,2/10/2019,February,Tottenham,Leicester,H,H,3,1,1,0,0,0,3,1,T,,
2018/2019,2/11/2019,February,Wolves,Newcastle,D,D,1,1,0,0,0,0,1,3,T,,
2018/2019,2/22/2019,February,Cardiff,Watford,A,A,1,5,0,1,0,0,1,2,T,,
2018/2019,2/22/2019,February,West Ham,Fulham,H,H,3,1,2,1,0,0,1,1,T,,
2018/2019,2/23/2019,February,Bournemouth,Wolves,D,H,1,1,1,0,0,0,4,5,T,,
2018/2019,2/23/2019,February,Burnley,Tottenham,H,D,2,1,0,0,0,0,1,3,T,,
2018/2019,2/23/2019,February,Leicester,Crystal Palace,A,A,1,4,0,1,0,0,2,1,T,,
2018/2019,2/23/2019,February,Newcastle,Huddersfield,H,D,2,0,0,0,0,1,2,0,T,,
2018/2019,2/24/2019,February,Arsenal,Southampton,H,H,2,0,2,0,0,0,0,0,T,,
2018/2019,2/24/2019,February,Man United,Liverpool,D,D,0,0,0,0,0,0,1,3,T,,
2018/2019,2/26/2019,February,Cardiff,Everton,A,A,0,3,0,1,0,0,3,1,T,,
2018/2019,2/26/2019,February,Huddersfield,Wolves,H,D,1,0,0,0,0,0,2,2,T,,
2018/2019,2/26/2019,February,Leicester,Brighton,H,H,2,1,1,0,0,0,1,1,T,,
2018/2019,2/26/2019,February,Newcastle,Burnley,H,H,2,0,2,0,0,0,1,3,T,,
2018/2019,2/27/2019,February,Arsenal,Bournemouth,H,H,5,1,2,1,0,0,2,2,T,,
2018/2019,2/27/2019,February,Chelsea,Tottenham,H,D,2,0,0,0,0,0,1,1,T,,
2018/2019,2/27/2019,February,Crystal Palace,Man United,A,A,1,3,0,1,0,0,2,3,T,,
2018/2019,2/27/2019,February,Liverpool,Watford,H,H,5,0,2,0,0,0,0,2,T,,
2018/2019,2/27/2019,February,Man City,West Ham,H,D,1,0,0,0,0,0,0,2,T,,
2018/2019,2/27/2019,February,Southampton,Fulham,H,H,2,0,2,0,0,0,0,1,T,,
2018/2019,3/2/2019,March,Bournemouth,Man City,A,D,0,1,0,0,0,0,1,2,T,,
2018/2019,3/2/2019,March,Brighton,Huddersfield,H,D,1,0,0,0,0,0,2,2,T,,
2018/2019,3/2/2019,March,Burnley,Crystal Palace,A,A,1,3,0,1,0,0,1,2,T,,
2018/2019,3/2/2019,March,Man United,Southampton,H,A,3,2,0,1,0,0,2,1,T,,
2018/2019,3/2/2019,March,Tottenham,Arsenal,D,A,1,1,0,1,0,1,3,2,T,,
2018/2019,3/2/2019,March,West Ham,Newcastle,H,H,2,0,2,0,0,0,3,4,T,,
2018/2019,3/2/2019,March,Wolves,Cardiff,H,H,2,0,2,0,0,0,1,2,T,,
2018/2019,3/3/2019,March,Everton,Liverpool,D,D,0,0,0,0,0,0,1,2,T,,
2018/2019,3/3/2019,March,Fulham,Chelsea,A,A,1,2,1,2,0,0,2,1,T,,
2018/2019,3/3/2019,March,Watford,Leicester,H,H,2,1,1,0,0,0,5,1,T,,
2018/2019,3/9/2019,March,Cardiff,West Ham,H,H,2,0,1,0,0,0,2,1,T,,
2018/2019,3/9/2019,March,Crystal Palace,Brighton,A,A,1,2,0,1,0,0,1,5,T,,
2018/2019,3/9/2019,March,Huddersfield,Bournemouth,A,A,0,2,0,1,0,0,3,1,T,,
2018/2019,3/9/2019,March,Leicester,Fulham,H,H,3,1,1,0,0,0,0,2,T,,
2018/2019,3/9/2019,March,Man City,Watford,H,D,3,1,0,0,0,0,1,1,T,,
2018/2019,3/9/2019,March,Newcastle,Everton,H,A,3,2,0,2,0,0,3,1,T,,
2018/2019,3/9/2019,March,Southampton,Tottenham,H,A,2,1,0,1,0,0,4,2,T,,
2018/2019,3/10/2019,March,Arsenal,Man United,H,H,2,0,1,0,0,0,2,2,T,,
2018/2019,3/10/2019,March,Chelsea,Wolves,D,D,1,1,0,0,0,0,1,4,T,,
2018/2019,3/10/2019,March,Liverpool,Burnley,H,H,4,2,2,1,0,0,2,0,T,,
2018/2019,3/16/2019,March,Bournemouth,Newcastle,D,A,2,2,0,1,0,0,3,2,T,,
2018/2019,3/16/2019,March,Burnley,Leicester,A,D,1,2,1,1,0,1,1,1,T,,
2018/2019,3/16/2019,March,West Ham,Huddersfield,H,A,4,3,1,2,0,0,0,2,T,,
2018/2019,3/17/2019,March,Everton,Chelsea,H,D,2,0,0,0,0,0,1,2,T,,
2018/2019,3/17/2019,March,Fulham,Liverpool,A,A,1,2,0,1,0,0,2,1,T,,
2018/2019,3/30/2019,March,Brighton,Southampton,A,D,0,1,0,0,0,0,1,2,T,,
2018/2019,3/30/2019,March,Burnley,Wolves,H,H,2,0,1,0,0,0,1,1,T,,
2018/2019,3/30/2019,March,Crystal Palace,Huddersfield,H,D,2,0,0,0,0,0,0,0,T,,
2018/2019,3/30/2019,March,Fulham,Man City,A,A,0,2,0,2,0,0,2,0,T,,
2018/2019,3/30/2019,March,Leicester,Bournemouth,H,H,2,0,1,0,0,0,0,2,T,,
2018/2019,3/30/2019,March,Man United,Watford,H,H,2,1,1,0,0,0,1,2,T,,
2018/2019,3/30/2019,March,West Ham,Everton,A,A,0,2,0,2,0,0,1,1,T,,
2018/2019,3/31/2019,March,Cardiff,Chelsea,A,D,1,2,0,0,0,0,2,3,T,,
2018/2019,3/31/2019,March,Liverpool,Tottenham,H,H,2,1,1,0,0,0,0,1,T,,
2018/2019,4/1/2019,April,Arsenal,Newcastle,H,H,2,0,1,0,0,0,2,0,T,,
2018/2019,4/2/2019,April,Watford,Fulham,H,D,4,1,1,1,0,0,3,2,T,,
2018/2019,4/2/2019,April,Wolves,Man United,H,D,2,1,1,1,0,1,1,2,T,,
2018/2019,4/3/2019,April,Chelsea,Brighton,H,H,3,0,1,0,0,0,0,0,T,,
2018/2019,4/3/2019,April,Man City,Cardiff,H,H,2,0,2,0,0,0,0,3,T,,
2018/2019,4/3/2019,April,Tottenham,Crystal Palace,H,D,2,0,0,0,0,0,1,0,T,,
2018/2019,4/5/2019,April,Southampton,Liverpool,A,D,1,3,1,1,0,0,2,4,T,,
2018/2019,4/6/2019,April,Bournemouth,Burnley,A,A,1,3,1,2,0,0,2,3,T,,
2018/2019,4/6/2019,April,Huddersfield,Leicester,A,A,1,4,0,1,0,0,3,0,T,,
2018/2019,4/6/2019,April,Newcastle,Crystal Palace,A,D,0,1,0,0,0,0,1,2,T,,
2018/2019,4/7/2019,April,Everton,Arsenal,H,H,1,0,1,0,0,0,1,4,T,,
2018/2019,4/8/2019,April,Chelsea,West Ham,H,H,2,0,1,0,0,0,2,1,T,,
2018/2019,4/12/2019,April,Leicester,Newcastle,A,A,0,1,0,1,0,0,2,3,T,,
2018/2019,4/13/2019,April,Brighton,Bournemouth,A,A,0,5,0,1,1,0,2,4,T,,
2018/2019,4/13/2019,April,Burnley,Cardiff,H,H,2,0,1,0,0,0,2,3,T,,
2018/2019,4/13/2019,April,Fulham,Everton,H,D,2,0,0,0,0,0,2,1,T,,
2018/2019,4/13/2019,April,Man United,West Ham,H,H,2,1,1,0,0,0,1,1,T,,
2018/2019,4/13/2019,April,Southampton,Wolves,H,H,3,1,2,1,0,0,1,3,T,,
2018/2019,4/13/2019,April,Tottenham,Huddersfield,H,H,4,0,2,0,0,0,2,2,T,,
2018/2019,4/14/2019,April,Crystal Palace,Man City,A,A,1,3,0,1,0,0,0,0,T,,
2018/2019,4/14/2019,April,Liverpool,Chelsea,H,D,2,0,0,0,0,0,0,1,T,,
2018/2019,4/15/2019,April,Watford,Arsenal,A,A,0,1,0,1,1,0,2,0,T,,
2018/2019,4/16/2019,April,Brighton,Cardiff,A,A,0,2,0,1,0,0,0,1,T,,
2018/2019,4/20/2019,April,Bournemouth,Fulham,A,D,0,1,0,0,0,0,1,3,T,,
2018/2019,4/20/2019,April,Huddersfield,Watford,A,A,1,2,0,1,0,0,2,2,T,,
2018/2019,4/20/2019,April,Man City,Tottenham,H,H,1,0,1,0,0,0,1,2,T,,
2018/2019,4/20/2019,April,Newcastle,Southampton,H,H,3,1,2,0,0,0,0,2,T,,
2018/2019,4/20/2019,April,West Ham,Leicester,D,H,2,2,1,0,0,0,2,0,T,,
2018/2019,4/20/2019,April,Wolves,Brighton,D,D,0,0,0,0,0,0,0,1,T,,
2018/2019,4/21/2019,April,Arsenal,Crystal Palace,A,A,2,3,0,1,0,0,4,1,T,,
2018/2019,4/21/2019,April,Cardiff,Liverpool,A,D,0,2,0,0,0,0,1,1,T,,
2018/2019,4/21/2019,April,Everton,Man United,H,H,4,0,2,0,0,0,1,1,T,,
2018/2019,4/22/2019,April,Chelsea,Burnley,D,D,2,2,2,2,0,0,2,1,T,,
2018/2019,4/23/2019,April,Tottenham,Brighton,H,D,1,0,0,0,0,0,1,2,T,,
2018/2019,4/23/2019,April,Watford,Southampton,D,A,1,1,0,1,0,0,5,2,T,,
2018/2019,4/24/2019,April,Man United,Man City,A,D,0,2,0,0,0,0,2,2,T,,
2018/2019,4/24/2019,April,Wolves,Arsenal,H,H,3,1,3,0,0,0,2,3,T,,
2018/2019,4/26/2019,April,Liverpool,Huddersfield,H,H,5,0,3,0,0,0,0,0,T,,
2018/2019,4/27/2019,April,Brighton,Newcastle,D,A,1,1,0,1,0,0,2,3,T,,
2018/2019,4/27/2019,April,Crystal Palace,Everton,D,D,0,0,0,0,0,0,2,0,T,,
2018/2019,4/27/2019,April,Fulham,Cardiff,H,D,1,0,0,0,0,0,0,0,T,,
2018/2019,4/27/2019,April,Southampton,Bournemouth,D,A,3,3,1,2,0,0,2,1,T,,
2018/2019,4/27/2019,April,Tottenham,West Ham,A,D,0,1,0,0,0,0,0,2,T,,
2018/2019,4/27/2019,April,Watford,Wolves,A,A,1,2,0,1,0,0,3,2,T,,
2018/2019,4/28/2019,April,Burnley,Man City,A,D,0,1,0,0,0,0,1,1,T,,
2018/2019,4/28/2019,April,Leicester,Arsenal,H,D,3,0,0,0,0,1,3,1,T,,
2018/2019,4/28/2019,April,Man United,Chelsea,D,D,1,1,1,1,0,0,3,2,T,,
2018/2019,5/3/2019,May,Everton,Burnley,H,H,2,0,2,0,0,0,0,2,T,,
2018/2019,5/4/2019,May,Bournemouth,Tottenham,H,D,1,0,0,0,0,2,1,5,T,,
2018/2019,5/4/2019,May,Cardiff,Crystal Palace,A,A,2,3,1,2,0,0,0,0,T,,
2018/2019,5/4/2019,May,Newcastle,Liverpool,A,A,2,3,1,2,0,0,1,1,T,,
2018/2019,5/4/2019,May,West Ham,Southampton,H,H,3,0,1,0,0,0,1,1,T,,
2018/2019,5/4/2019,May,Wolves,Fulham,H,D,1,0,0,0,0,0,1,3,T,,
2018/2019,5/5/2019,May,Arsenal,Brighton,D,H,1,1,1,0,0,0,5,2,T,,
2018/2019,5/5/2019,May,Chelsea,Watford,H,D,3,0,0,0,0,0,0,1,T,,
2018/2019,5/5/2019,May,Huddersfield,Man United,D,A,1,1,0,1,0,0,1,1,T,,
2018/2019,5/6/2019,May,Man City,Leicester,H,D,1,0,0,0,0,0,3,2,T,,
2018/2019,5/12/2019,May,Brighton,Man City,A,A,1,4,1,2,0,0,0,0,T,,
2018/2019,5/12/2019,May,Burnley,Arsenal,A,D,1,3,0,0,0,0,5,1,T,,
2018/2019,5/12/2019,May,Crystal Palace,Bournemouth,H,H,5,3,3,1,0,0,3,0,T,,
2018/2019,5/12/2019,May,Fulham,Newcastle,A,A,0,4,0,2,0,0,1,0,T,,
2018/2019,5/12/2019,May,Leicester,Chelsea,D,D,0,0,0,0,0,0,0,1,T,,
2018/2019,5/12/2019,May,Liverpool,Wolves,H,H,2,0,1,0,0,0,0,2,T,,
2018/2019,5/12/2019,May,Man United,Cardiff,A,A,0,2,0,1,0,0,3,3,T,,
2018/2019,5/12/2019,May,Southampton,Huddersfield,D,H,1,1,1,0,0,0,0,1,T,,
2018/2019,5/12/2019,May,Tottenham,Everton,D,H,2,2,1,0,0,0,0,2,T,,
2018/2019,5/12/2019,May,Watford,West Ham,A,A,1,4,0,2,1,0,1,0,T,,
2019/2020,8/9/2019,August,Liverpool,Norwich,H,H,4,1,4,0,0,0,0,2,T,,
2019/2020,8/10/2019,August,West Ham,Man City,A,A,0,5,0,1,0,0,2,2,T,,
2019/2020,8/10/2019,August,Bournemouth,Sheffield Utd,D,D,1,1,0,0,0,0,2,1,T,,
2019/2020,8/10/2019,August,Burnley,Southampton,H,D,3,0,0,0,0,0,0,0,T,,
2019/2020,8/10/2019,August,Crystal Palace,Everton,D,D,0,0,0,0,0,1,2,1,T,,
2019/2020,8/10/2019,August,Watford,Brighton,A,A,0,3,0,1,0,0,0,1,T,,
2019/2020,8/10/2019,August,Tottenham,Aston Villa,H,A,3,1,0,1,0,0,1,0,T,,
2019/2020,8/11/2019,August,Leicester,Wolves,D,D,0,0,0,0,0,0,0,2,T,,
2019/2020,8/11/2019,August,Newcastle,Arsenal,A,D,0,1,0,0,0,0,1,3,T,,
2019/2020,8/11/2019,August,Man United,Chelsea,H,H,4,0,1,0,0,0,3,4,T,,
2019/2020,8/17/2019,August,Arsenal,Burnley,H,D,2,1,1,1,0,0,2,1,T,,
2019/2020,8/17/2019,August,Aston Villa,Bournemouth,A,A,1,2,0,2,0,0,0,2,T,,
2019/2020,8/17/2019,August,Brighton,West Ham,D,D,1,1,0,0,0,0,0,2,T,,
2019/2020,8/17/2019,August,Everton,Watford,H,H,1,0,1,0,0,0,2,3,T,,
2019/2020,8/17/2019,August,Norwich,Newcastle,H,H,3,1,1,0,0,0,1,3,T,,
2019/2020,8/17/2019,August,Southampton,Liverpool,A,A,1,2,0,1,0,0,2,1,T,,
2019/2020,8/17/2019,August,Man City,Tottenham,D,H,2,2,2,1,0,0,1,0,T,,
2019/2020,8/18/2019,August,Sheffield Utd,Crystal Palace,H,D,1,0,0,0,0,0,3,1,T,,
2019/2020,8/18/2019,August,Chelsea,Leicester,D,H,1,1,1,0,0,0,1,0,T,,
2019/2020,8/19/2019,August,Wolves,Man United,D,A,1,1,0,1,0,0,2,2,T,,
2019/2020,8/23/2019,August,Aston Villa,Everton,H,H,2,0,1,0,0,0,2,3,T,,
2019/2020,8/24/2019,August,Norwich,Chelsea,A,D,2,3,2,2,0,0,1,1,T,,
2019/2020,8/24/2019,August,Brighton,Southampton,A,D,0,2,0,0,1,0,1,3,T,,
